"node","maccs"
"710219","0000000000000000000000010000000000000000000000011000000000000010100001100000000101000000000101101101010101001110000010101101010001010001110101000111001011111110111110"
"710220","0000000000000000000000000000000000000100000000000000100000000000100000000000100000000000000000001100000000000000000000001010100000101010101001011000111001011111111110"
"710222","0000000000000000000000000000000000000011000000010010001011011000001010011000000001000101001010101101010101001011110000011001111011110001111100111111111110101111111111"
"710224","0000000000000000000000000000000000000000000000000001000000000100000000000010000100100000100101111000000000000100111111011101101000001011101001101111010101111111111110"
"710225","0000000000000000000000000000000000000000000000000001000000000000100000000110000100101100000111111001001010011110101111011101111000010100110001101011100010111101111111"
"710227","0000000000000000000000000001000000000000000000000000000000000000010000000010101100011100001000000101000100010011011101011100000110001000110011000011101010110101101010"
"710228","0000000000000000000000100000010000000000000001001000000000000000000000000100000000001100000010100001000001010111101111000110111110001111010111111111110111111111111111"
"710229","0000000000000000000000010000000000011000000000101000000100000110100001100010101111101001010001011001010101000110000010111101001001001011110001100111011011010110110110"
"710231","0000000000000000000000000000100000000000001000010000000000000000100010000000001001010000011010001101010111010011101101001001111001101011101101101111101110111111111111"
"710234","0000000000000000001000000000000000000000000000000000000000000000000000010010001100001100100010001001000000001010100001011110111110010001110111111111110111101111111110"
"710235","0000000000000000000000000000000000000000000000000000010000000000010000000100001000010000011100100000000100000111001111000010000010111001001001000110101001111111101110"
"710236","0000000000000000001000000000000000000000000000000000000000000000010000000000000000100000001000010110000110010011000000001010100000100001101100011100001001011111111111"
"710237","0000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000100000001100011010101000000000011000100100000010110000111110111101111111"
"710238","0000000000000000000000000010010000000000000000001000000000000000000000000000000000001100000000100011000000011011110100000100111010010100010010101011100110101101111111"
"710239","0000000000000000000000100000010000000000000000001000000000000000000000000100000000001100011010100001001001011111001110000110010000010100010011000011101011111111100101"
"710243","0000000000000000000000000000000000000000000000000000010000000000000000000000000000010000100010100000001000000000100000000000011000100100001010110100111100011111111111"
"710244","0000000000000000000000001000000000000000001000000000010000000000000000000000110001010000011010100001000101010010000001100010000000100001001101000110101011111111100101"
"710245","0000000000000000000000000000000110010100000010000010101011111000101000101011101010100001100111111110010011000101000010011101001001101011101101111101111101011111111110"
"710246","0000000000000000000000000100000000000000010000000100000000000000010000010101000000000010001000010010001110111001001100000010011110010101001110101100110111101011001110"
"710247","0000000000000000000000000000000000000100000000000000000000000000000000000000111001100000010000010001001110000010000000111000100110100100110001001010001010110100111011"
"710248","0000000000000000000000000000000000100000000100001000000000000000000000000000000000000010000000000010001000100000000000000010000000100100001100000100000101001010011111"
"710249","0000000100100010001000000000000000010000000000100000010000000000010000000100001010111001100100111000001011001101010010011110011000101101100111100101111011111111111111"
"710250","0000000000000000000000000000000000000000010000000000000000000000000000000000000000001110010000001001001111100011011101000100100110110100011000001011100110101101111111"
"710251","0000000100100000001000000000000000010000000000100000010010000000010000000100001010111001100100111000001010000101000010011110111000101101100101111101111001011111111111"
"710257","0000000000000000000000001000000000000000000000000001000000000100100000000010101100100000000111111100000001000100100010011101011000001010100011110001110000011111111110"
"710259","0000000000000000000000010000000000000100000000001000000100000010100001100010101100101000000001111001011100000000000100111101000001011110111001010101010110111111110110"
"710260","0000000000000000000000001000000000000100000000000000000000000100100000000010100100101100100000011101000011000010110001011110101000001011111001111111010111111111111110"
"710261","0000000000000000000000000000000000000000000000000000110010000001000000010010001010101101111110111101001000110110011110011100001010100100101111100111111111111111101111"
